user_story_id,user_story_description,stakeholder_role,complexity,moscow_category,dependencies,weighted_score,final_priority,project_stage,timestamp,outcome
4268,"228. As a homeowner, I want to generate an invoice for the repair services I received from a contractor, so that I can verify the work and make payment.",General User,29,Won’t Have,,7.9,Low,Planning,2017-02-09 12:33:41.310667,Deferred
4269,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-02-08 12:33:41.310667,Deferred
4270,"The invoice generation should include the contractor's details, the repair date, and the repair details.",General User,15,Should Have,,9.5,Medium,Planning,2017-02-07 12:33:41.310667,Approved
4271,"The invoice should display the total cost, including any applicable taxes and fees.",General User,13,Should Have,,9.3,Medium,Planning,2017-02-06 12:33:41.310667,Approved
4272,The invoice should provide payment instructions and due date.,General User,9,Should Have,,8.9,Medium,Planning,2017-02-05 12:33:41.310667,Approved
4273,The invoice should be downloadable in PDF format.,General User,8,Should Have,,8.8,Medium,Planning,2017-02-04 12:33:41.310667,Approved
4274,The invoice should allow me to verify the work performed and reconcile the payment with my records.,General User,17,Should Have,,9.7,Medium,Planning,2017-02-03 12:33:41.310667,Approved
4276,User stories for Task management software,General User,6,Won’t Have,,5.6,Low,Planning,2017-02-02 12:33:41.310667,Deferred
4277,"229. As a team lead, I want to be able to create tasks for my team members, so that I can assign responsibilities and keep track of progress.",General User,28,Won’t Have,,7.8,Low,Planning,2017-02-01 12:33:41.310667,Deferred
4278,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-01-31 12:33:41.310667,Deferred
4279,The task management software should allow me to create new tasks and assign them to specific team members.,General User,18,Should Have,,9.8,Medium,Planning,2017-01-30 12:33:41.310667,Approved
4280,The software should allow me to set deadlines and priorities for each task.,General User,13,Should Have,,9.3,Medium,Planning,2017-01-29 12:33:41.310667,Approved
4281,The software should notify team members when a new task has been assigned to them.,General User,15,Should Have,,9.5,Medium,Planning,2017-01-28 12:33:41.310667,Approved
4282,The software should allow team members to update the status of their assigned tasks.,General User,14,Should Have,,9.4,Medium,Planning,2017-01-27 12:33:41.310667,Approved
4283,The software should provide me with an overview of all tasks and their status.,General User,14,Should Have,,9.4,Medium,Planning,2017-01-26 12:33:41.310667,Approved
4284,"230. As a team member, I want to be able to see all the tasks assigned to me, so that I can prioritize my work and manage my time effectively.",General User,30,Won’t Have,,8.0,Low,Planning,2017-01-25 12:33:41.310667,Deferred
4285,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-01-24 12:33:41.310667,Deferred
4286,The task management software should provide me with a dashboard that displays all the tasks assigned to me.,General User,18,Should Have,,9.8,Medium,Planning,2017-01-23 12:33:41.310667,Approved
4287,"The software should allow me to filter tasks by deadline, priority, or status.",General User,13,Should Have,,9.3,Medium,Planning,2017-01-22 12:33:41.310667,Approved
4288,The software should allow me to update the status of my assigned tasks.,General User,13,Should Have,,9.3,Medium,Planning,2017-01-21 12:33:41.310667,Approved
4289,The software should notify me when a new task has been assigned to me.,General User,14,Should Have,,9.4,Medium,Planning,2017-01-20 12:33:41.310667,Approved
4290,The software should allow me to leave comments or notes on tasks for my team lead.,General User,16,Should Have,,9.6,Medium,Planning,2017-01-19 12:33:41.310667,Approved
4291,"231. As a project manager, I want to be able to track the progress of a project, so that I can ensure that it stays on schedule and within budget.",General User,30,Won’t Have,,8.0,Low,Planning,2017-01-18 12:33:41.310667,Deferred
4292,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-01-17 12:33:41.310667,Deferred
4294,The task management software should allow me to create a project and assign tasks to team members.,General User,17,Should Have,,9.7,Medium,Planning,2017-01-16 12:33:41.310667,Approved
4295,The software should provide me with a Gantt chart or timeline that displays the progress of the project.,General User,18,Should Have,,9.8,Medium,Planning,2017-01-15 12:33:41.310667,Approved
4296,The software should allow me to set milestones and deadlines for the project.,General User,13,Should Have,,9.3,Medium,Planning,2017-01-14 12:33:41.310667,Approved
4297,The software should provide me with real-time updates on the status of each task.,General User,14,Should Have,,9.4,Medium,Planning,2017-01-13 12:33:41.310667,Approved
4298,The software should allow me to generate reports on the progress of the project.,General User,14,Should Have,,9.4,Medium,Planning,2017-01-12 12:33:41.310667,Approved
4299,"232. As a freelancer, I want to be able to manage my own tasks and deadlines, so that I can stay organized and meet my clients' expectations.",General User,27,Won’t Have,,7.7,Low,Planning,2017-01-11 12:33:41.310667,Deferred
4300,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-01-10 12:33:41.310667,Deferred
4301,The task management software should allow me to create and manage my own tasks and deadlines.,General User,16,Should Have,,9.6,Medium,Planning,2017-01-09 12:33:41.310667,Approved
4302,The software should allow me to set priorities and deadlines for each task.,General User,13,Should Have,,9.3,Medium,Planning,2017-01-08 12:33:41.310667,Approved
4303,The software should notify me when a deadline is approaching.,General User,10,Should Have,,9.0,Medium,Planning,2017-01-07 12:33:41.310667,Approved
4304,The software should allow me to track my time spent on each task.,General User,13,Should Have,,9.3,Medium,Planning,2017-01-06 12:33:41.310667,Approved
4305,The software should provide me with a dashboard that displays my progress and upcoming deadlines.,General User,15,Should Have,,9.5,Medium,Planning,2017-01-05 12:33:41.310667,Approved
4306,"233. As a team lead, I want to be able to delegate tasks to multiple team members, so that I can distribute the workload evenly and efficiently.",General User,27,Won’t Have,,7.7,Low,Planning,2017-01-04 12:33:41.310667,Deferred
4307,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2017-01-03 12:33:41.310667,Deferred
4308,The task management software should allow me to assign a task to multiple team members.,General User,15,Should Have,,9.5,Medium,Planning,2017-01-02 12:33:41.310667,Approved
4309,The software should allow me to set different deadlines and priorities for each team member.,General User,15,Should Have,,9.5,Medium,Planning,2017-01-01 12:33:41.310667,Approved
4310,The software should notify all team members when a new task has been assigned to them.,General User,16,Should Have,,9.6,Medium,Planning,2016-12-31 12:33:41.310667,Approved
4311,The software should provide a way for team members to communicate with each other about the task.,General User,17,Should Have,,9.7,Medium,Planning,2016-12-30 12:33:41.310667,Approved
4312,The software should allow me to track the progress of the task for each team member.,General User,16,Should Have,,9.6,Medium,Planning,2016-12-29 12:33:41.310667,Approved
4313,"234. As a student, I want to be able to organize my school work and assignments, so that I can keep up with my coursework and achieve my academic goals.",Student,30,Won’t Have,,8.0,Low,Planning,2016-12-28 12:33:41.310667,Deferred
4314,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2016-12-27 12:33:41.310667,Deferred
4315,The task management software should allow me to create tasks for each of my assignments and projects.,General User,17,Should Have,,9.7,Medium,Planning,2016-12-26 12:33:41.310667,Approved
4316,The software should allow me to set deadlines and priorities for each task.,General User,13,Should Have,,9.3,Medium,Planning,2016-12-25 12:33:41.310667,Approved
4317,The software should notify me when a deadline is approaching.,General User,10,Should Have,,9.0,Medium,Planning,2016-12-24 12:33:41.310667,Approved
4318,The software should allow me to track my progress and see what tasks I still need to complete.,General User,18,Should Have,,9.8,Medium,Planning,2016-12-23 12:33:41.310667,Approved
4319,The software should provide me with a way to add notes or comments to each task.,General User,16,Should Have,,9.6,Medium,Planning,2016-12-22 12:33:41.310667,Approved
4320,"235. As a manager, I want to be able to see the workload and progress of each team member, so that I can identify any bottlenecks or areas for improvement.",General User,30,Won’t Have,,8.0,Low,Planning,2016-12-21 12:33:41.310667,Deferred
4321,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2016-12-20 12:33:41.310667,Deferred
4323,The task management software should provide me with a dashboard that displays the workload and progress of each team member.,General User,20,Should Have,,10.0,Medium,Planning,2016-12-19 12:33:41.310667,Approved
4324,"The software should allow me to filter tasks by team member, deadline, or priority.",General User,14,Should Have,,9.4,Medium,Planning,2016-12-18 12:33:41.310667,Approved
4325,The software should allow me to see which tasks are overdue or at risk of not being completed on time.,General User,20,Should Have,,10.0,Medium,Planning,2016-12-17 12:33:41.310667,Approved
4326,The software should allow me to reassign tasks or adjust priorities to balance the workload.,General User,15,Should Have,,9.5,Medium,Planning,2016-12-16 12:33:41.310667,Approved
4327,The software should allow me to communicate with team members about their tasks or provide feedback.,General User,16,Should Have,,9.6,Medium,Planning,2016-12-15 12:33:41.310667,Approved
4328,"236. As a contractor, I want to be able to share my progress and status with my clients, so that they can see the value I am delivering and trust that I am meeting their expectations.",General User,36,Won’t Have,,8.6,Low,Planning,2016-12-14 12:33:41.310667,Deferred
4329,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2016-12-13 12:33:41.310667,Deferred
4330,The task management software should allow me to create and share a dashboard that displays the progress and status of each task.,General User,22,Should Have,,10.2,Medium,Planning,2016-12-12 12:33:41.310667,Approved
4331,The software should allow me to customize the dashboard to show only the relevant information for each client or project.,General User,20,Should Have,,10.0,Medium,Planning,2016-12-11 12:33:41.310667,Approved
4332,The software should allow me to restrict access to certain tasks or information for each client.,General User,16,Should Have,,9.6,Medium,Planning,2016-12-10 12:33:41.310667,Approved
4333,The software should allow me to export reports or data to share with clients.,General User,14,Should Have,,9.4,Medium,Planning,2016-12-09 12:33:41.310667,Approved
4334,The software should provide a way for clients to leave comments or feedback on tasks.,General User,15,Should Have,,9.5,Medium,Planning,2016-12-08 12:33:41.310667,Approved
4335,"237. As a remote worker, I want to be able to communicate with my team members and stay connected, so that I can collaborate effectively and build relationships.",General User,28,Won’t Have,,7.8,Low,Planning,2016-12-07 12:33:41.310667,Deferred
